635130,San Ramon Valley Unified,6,CA,2,2,2343,0
402690,Dysart Unified District,4,AZ,0,0,2342,0
622230,Lodi Unified,6,CA,0,-1,2330,0
5102670,Norfolk City Pblc Schs,51,VA,-1,-1,2326,0
608460,Chino Valley Unified,6,CA,1,0,2322,0
1301500,Coweta County,13,GA,0,0,2321,0
1803630,Fort Wayne Community Schools,18,IN,-1,0,2311,0
2200870,Lafayette Parish,22,LA,0,-1,2307,0
4501170,Berkeley 01,45,SC,0,0,2297,0
632550,West Contra Costa Unified,6,CA,0,-2,2293,0
4703030,Montgomery County Schools,47,TN,0,0,2287,0
1908970,Des Moines Independent Comm School District,19,IA,0,-1,2284,0
600028,Temecula Valley Unified,6,CA,1,1,2280,0
629580,Palmdale Elementary,6,CA,-1,-2,2280,0
625470,Montebello Unified,6,CA,-1,-2,2275,0
4818000,Ector County ISD,48,TX,0,-1,2274,0
404230,Kyrene Elementary District,4,AZ,1,1,2273,0
401680,Cartwright Elementary District,4,AZ,-2,-1,2268,0
3407830,Jersey City,34,NJ,0,-1,2267,0
633860,Saddleback Valley Unified,6,CA,1,1,2256,0
1304020,Paulding County,13,GA,0,0,2249,0
684500,Irvine Unified,6,CA,2,2,2244,0
2634470,Utica Community Schools,26,MI,1,0,2227,0
1741690,Indian Prairie CUSD 204,17,IL,2,2,2226,0
4826130,La Joya ISD,48,TX,-2,-1,2223,0
2802190,Jackson Public School Dist,28,MS,-2,-2,2222,0
100270,Baldwin County,1,AL,0,0,2221,0
628650,Orange Unified,6,CA,1,0,2218,0
1731740,Plainfield SD 202,17,IL,1,1,2217,0
802490,Boulder Valley School District No. Re2,8,CO,1,2,2205,0
611110,Desert Sands Unified,6,CA,0,-1,2205,0
3904490,Toledo City,39,OH,-2,-2,2202,0
803060,"Colorado Springs, School District No. 11, In The County Of E",8,CO,0,0,2201,0
4821420,Grand Prairie ISD,48,TX,0,-1,2198,0
805370,St. Vrain Valley School District No. Re1J,8,CO,1,1,2183,0
4828500,Lubbock ISD,48,TX,0,-1,2179,0
4704020,Sumner County School District,47,TN,0,0,2160,0
5308250,Spokane School District,53,WA,0,0,2156,0
3412690,Paterson,34,NJ,-2,-1,2131,0
1201380,Okaloosa,12,FL,0,1,2127,0
631320,Pomona Unified,6,CA,0,-2,2124,0
641160,Visalia Unified,6,CA,0,-1,2116,0
5308700,Tacoma School District,53,WA,0,-1,2115,0
803990,Poudre School District R-1,8,CO,1,2,2114,0
5102640,Newport News City Pblc Schs,51,VA,0,-1,2107,0
4901140,Washington District,49,UT,0,1,2096,0
2010140,Olathe,20,KS,1,1,2091,0
407570,Scottsdale Unified District,4,AZ,1,1,2085,0
612880,Escondido Union,6,CA,0,-1,2076,0
1302610,Hall County,13,GA,0,0,2062,0
2732390,Rosemount-Apple Valley-Eagan,27,MN,1,1,2062,0
609620,Compton Unified,6,CA,-1,-2,2055,0
4813050,Carrollton-Farmers Branch ISD,48,TX,1,0,2054,0
1302880,Houston County,13,GA,0,0,2053,0
5303960,Kent School District,53,WA,0,0,2048,0
3700450,Buncombe County Schools,37,NC,0,1,2048,0
610290,Cupertino Union,6,CA,2,3,2047,0
632370,Rialto Unified,6,CA,-1,-2,2043,0
1734510,Rockford SD 205,17,IL,-1,-1,2029,0
509000,Little Rock School District,5,AR,0,-1,2027,0
5400600,Kanawha County Schools,54,WV,0,0,2022,0
2511130,Springfield,25,MA,-2,-1,2017,0
5103660,Stafford CO Pblc Schs,51,VA,1,1,2012,0
1600360,Boise Independent District,16,ID,0,1,2012,0
2011640,Shawnee Mission Pub Sch,20,KS,1,1,2009,0
2400210,Carroll County Public Schools,24,MD,1,1,2001,0
4900870,Salt Lake District,49,UT,0,0,1997,0
1200030,Alachua,12,FL,0,0,1990,0
4503390,Richland 02,45,SC,0,0,1989,0
4219170,Pittsburgh SD,42,PA,-1,-1,1987,0
5302700,Evergreen School District (Clark),53,WA,0,0,1982,0
1301860,Douglas County,13,GA,0,0,1970,0
4826580,Lamar CISD,48,TX,1,1,1970,0
2916400,Kansas City 33,29,MO,-1,-2,1963,0
3703330,New Hanover County Schools,37,NC,0,1,1935,0
2201020,Livingston Parish,22,LA,0,0,1934,0
4816740,Denton ISD,48,TX,1,0,1934,0
4829670,Mcallen ISD,48,TX,-1,0,1931,0
2400270,Charles County Public Schools,24,MD,1,0,1925,0
1201650,Santa Rosa,12,FL,0,1,1921,0
4829850,Mckinney ISD,48,TX,1,1,1908,0
615240,Glendale Unified,6,CA,0,0,1905,0
1200090,Bay,12,FL,0,0,1899,0
630660,Placentia-Yorba Linda Unified,6,CA,1,1,1892,0
1301410,Columbia County,13,GA,1,1,1889,0
5304230,Lake Washington School District,53,WA,2,2,1884,0
606390,Panama-Buena Vista Union,6,CA,0,-1,1872,0
3703450,Onslow County Schools,37,NC,0,0,1869,0
2513230,Worcester,25,MA,-1,0,1856,0
1300420,Bibb County,13,GA,-1,-2,1854,0
4500720,Aiken 01,45,SC,0,-1,1852,0
3631920,Yonkers City School District,36,NY,0,-1,1852,0
609390,Colton Joint Unified,6,CA,0,-2,1847,0
2928860,Springfield R-Xii,29,MO,0,0,1845,0
3501500,Las Cruces Public Schools,35,NM,0,-1,1843,0
3700030,Alamance-Burlington Schools,37,NC,0,0,1839,0
3702310,Iredell-Statesville Schools,37,NC,0,1,1836,0
4834830,Pflugerville ISD,48,TX,1,0,1827,0
4502010,Dorchester 02,45,SC,0,1,1818,0
629550,Palm Springs Unified,6,CA,0,-2,1804,0
4502700,Lexington 01,45,SC,1,0,1804,0
3703930,Robeson County Schools,37,NC,-2,-1,1803,0
2201290,Rapides Parish,22,LA,-1,-1,1802,0
4400900,Providence,44,RI,-2,-2,1799,0
640150,Tustin Unified,6,CA,1,1,1797,0
5508520,Madison Metropolitan School District,55,WI,1,0,1789,0
4826790,Laredo ISD,48,TX,-3,-1,1788,0
606810,Cajon Valley Union Elementary,6,CA,0,-1,1788,0
5103640,Spotsylvania CO Pblc Schs,51,VA,1,0,1786,0
641190,Vista Unified,6,CA,0,-1,1782,0
623610,Manteca Unified,6,CA,0,-1,1777,0
3700012,Pitt County Schools,37,NC,-1,0,1772,0
3904348,Akron City,39,OH,-2,-1,1766,0
4503360,Richland 01,45,SC,-1,-1,1760,0
4830570,Midland ISD,48,TX,1,-1,1755,0
2611600,Dearborn City School District,26,MI,-1,-1,1752,0
3173740,Millard Public Schools,31,NE,2,1,1752,0
100390,Birmingham City,1,AL,-2,-2,1749,0
4810230,Birdville ISD,48,TX,0,0,1743,0
629220,Oxnard Elementary,6,CA,0,-2,1740,0
801920,"Academy, School District No. 20, In The County Of El Paso An",8,CO,2,2,1724,0
639420,Torrance Unified,6,CA,1,1,1722,0
600014,Hesperia Unified,6,CA,-1,-1,1714,0
616740,Hayward Unified,6,CA,0,-2,1712,0
4824990,Judson ISD,48,TX,0,-1,1711,0
4824060,Hurst-Euless-Bedford ISD,48,TX,0,1,1705,0
4020250,Moore,40,OK,1,1,1697,0
2926850,Rockwood R-Vi,29,MO,2,2,1691,0
2725200,Osseo Public School District,27,MN,1,0,1686,0
1803450,Evansville-Vanderburgh Sch Corp,18,IN,0,0,1681,0
900450,Bridgeport School District,9,CT,-2,-2,1679,0
5103240,Richmond City Pblc Schs,51,VA,-1,-1,1674,0
2400660,Washingtion County Public Schools,24,MD,0,0,1674,0
5309270,Vancouver School District,53,WA,0,0,1671,0
2012000,Blue Valley,20,KS,2,2,1671,0
600027,Lake Elsinore Unified,6,CA,0,-1,1671,0
1200810,Hernando,12,FL,0,0,1670,0
611460,Downey Unified,6,CA,0,-1,1665,0
641040,Victor Elementary,6,CA,-1,-1,1665,0
600029,Murrieta Valley Unified,6,CA,1,0,1662,0
901920,Hartford School District,9,CT,-3,-2,1660,0
804350,Mesa County Valley School District No. 51,8,CO,0,0,1658,0
3404590,Elizabeth,34,NJ,-1,0,1656,0
616920,Hemet Unified,6,CA,-1,-1,1650,0
625130,Modesto City Elementary,6,CA,-1,-2,1640,0
101800,Huntsville City,1,AL,0,-1,1636,0
400600,Alhambra Elementary District,4,AZ,-2,-1,1636,0
4821150,Goose Creek CISD,48,TX,0,0,1633,0
5302820,Federal Way School District,53,WA,0,0,1631,0
627240,Newport-Mesa Unified,6,CA,1,0,1626,0
613360,Fairfield-Suisun Unified,6,CA,0,-1,1625,0
2200270,Bossier Parish,22,LA,0,0,1623,0
103030,Shelby County,1,AL,1,0,1621,0
4666270,Sioux Falls School District 49-5,46,SD,0,0,1617,0
5100270,Arlington CO Pblc Schs,51,VA,2,1,1612,0
5507320,Kenosha School District,55,WI,0,0,1611,0
4010590,Edmond,40,OK,1,1,1610,0
620880,Lancaster Elementary,6,CA,-1,-2,1610,0
3904480,South-Western City,39,OH,0,0,1609,0
4820250,Galena Park ISD,48,TX,-1,0,1601,0
5306960,Puyallup School District,53,WA,0,1,1596,0
3628590,Syracuse City School District,36,NY,-2,-3,1587,0
1000200,Christina School District,10,DE,0,0,1585,0
1302130,Fayette County,13,GA,1,1,1583,0
3701140,Davidson County Schools,37,NC,0,0,1575,0
2200090,Ascension Parish,22,LA,0,0,1571,0
628250,Oceanside Unified,6,CA,0,-1,1564,0
4205310,Central Bucks SD,42,PA,2,2,1561,0
623340,Madera Unified,6,CA,-1,-2,1560,0
1810650,Hamilton Southeastern Schools,18,IN,2,2,1558,0
804410,"Greeley,School District No. 6, In The County Of Weld And Sta",8,CO,0,-1,1551,0
632070,Redlands Unified,6,CA,1,0,1546,0
605580,Santa Maria-Bonita,6,CA,0,-2,1545,0
601620,ABC Unified,6,CA,1,0,1544,0
634880,San Marcos Unified,6,CA,1,1,1541,0
629490,Pajaro Valley Unified,6,CA,0,-2,1541,0
4100023,Hillsboro SD 1J,41,OR,0,0,1537,0
5101800,Hampton City Pblc Schs,51,VA,0,0,1535,0
616325,Hacienda La Puente Unified,6,CA,0,-1,1534,0
2100510,Boone Co,21,KY,1,1,1534,0
902790,New Haven School District,9,CT,-1,-1,1533,0
3704050,Rowan-Salisbury Schools,37,NC,0,-1,1532,0
1708550,Cusd 300,17,IL,1,0,1530,0
691135,Val Verde Unified,6,CA,-1,-1,1530,0
1734740,Schaumburg CCSD 54,17,IL,1,2,1529,0
4501110,Beaufort 01,45,SC,1,0,1525,0
3702010,Harnett County Schools,37,NC,0,-1,1523,0
613140,Evergreen Elementary,6,CA,1,1,1520,0
512660,Springdale School District,5,AR,0,0,1517,0
602430,Alvord Unified,6,CA,0,-1,1517,0
4807890,Allen ISD,48,TX,2,2,1515,0
619260,Jurupa Unified,6,CA,0,-1,1512,0
612960,Etiwanda Elementary,6,CA,1,1,1510,0
614730,Fullerton Elementary,6,CA,1,0,1508,0
408170,Sunnyside Unified District,4,AZ,-2,-2,1503,0
627690,Norwalk-La Mirada Unified,6,CA,0,-1,1502,0
635970,Saugus Union Elementary,6,CA,1,1,1495,0
1303930,Newton County,13,GA,-1,-1,1495,0
3904384,Dayton City,39,OH,-2,-2,1492,0
2803830,Rankin CO School Dist,28,MS,1,0,1491,0
609070,Coachella Valley Unified,6,CA,-1,-3,1491,0
2201200,Ouachita Parish,22,LA,0,0,1489,0
3704880,Wayne County Public Schools,37,NC,-1,-1,1485,0
613890,Folsom-Cordova Unified,6,CA,1,0,1485,0
2628560,Plymouth-Canton Community Schools,26,MI,1,1,1479,0
407080,Roosevelt Elementary District,4,AZ,-1,-2,1475,0
403420,Glendale Elementary District,4,AZ,-2,-2,1472,0
2201680,Tangipahoa Parish,22,LA,-1,-1,1472,0
2007950,Kansas City,20,KS,-1,-2,1471,0
5302400,Edmonds School District,53,WA,1,1,1470,0
4834440,Pearland ISD,48,TX,1,1,1466,0
511850,Pulaski Co. Spec. School Dist.,5,AR,0,-1,1466,0
4843470,Tyler ISD,48,TX,0,-1,1464,0
609640,Conejo Valley Unified,6,CA,1,1,1456,0
5512360,Racine School District,55,WI,0,-1,1456,0
5305910,Northshore School District,53,WA,1,2,1455,0
3703780,Randolph County Schools,37,NC,0,0,1451,0
4809670,Beaumont ISD,48,TX,-1,-1,1446,0
1810290,South Bend Community Sch Corp,18,IN,-1,-1,1435,0
629940,Pasadena Unified,6,CA,1,-1,1431,0
636840,Simi Valley Unified,6,CA,1,0,1426,0
4814730,Comal ISD,48,TX,1,1,1419,0
2908370,Ft. Zumwalt R-II,29,MO,1,1,1417,0
5505820,Green Bay Area School District,55,WI,0,0,1415,0
2616440,Grand Rapids Public Schools,26,MI,-1,-2,1413,0
1710200,Cicero SD 99,17,IL,-1,-2,1413,0
1001300,Red Clay Consolidated School District,10,DE,0,0,1411,0
2922800,North Kansas City 74,29,MO,0,0,1410,0
5302670,Everett School District,53,WA,0,1,1407,0
2913830,Hazelwood,29,MO,0,-1,1401,0
4808090,Alvin ISD,48,TX,1,0,1398,0
4503870,York 03,45,SC,0,0,1396,0
4833180,Northwest ISD,48,TX,1,1,1393,0
4202280,Allentown City SD,42,PA,-2,-2,1391,0
602850,Antioch Unified,6,CA,0,-2,1390,0
4844960,Weslaco ISD,48,TX,-2,0,1387,0
4822530,Harlingen CISD,48,TX,-1,0,1380,0
102220,Madison County,1,AL,1,0,1379,0
5101830,Hanover CO Pblc Schs,51,VA,1,1,1377,0
3904676,Olentangy Local,39,OH,2,2,1376,0
408310,Tempe School District,4,AZ,0,-1,1373,0
2201740,Terrebonne Parish,22,LA,0,-1,1366,0
5300480,Bethel School District,53,WA,0,0,1362,0
1730420,Palatine CCSD 15,17,IL,1,1,1361,0
904830,Waterbury School District,9,CT,-2,-2,1358,0
626640,Napa Valley Unified,6,CA,1,-1,1357,0
103390,Tuscaloosa County,1,AL,0,-1,1357,0
602310,Alum Rock Union Elementary,6,CA,0,-1,1356,0
2733810,South Washington County School Dist,27,MN,1,2,1352,0
4025290,Putnam City,40,OK,0,0,1348,0
2918300,Lee'S Summit R-VII,29,MO,1,1,1345,0
4817700,Eagle Mt-Saginaw ISD,48,TX,1,0,1345,0
